Date,Close
10/15/2013,45.01
10/16/2013,45.22
10/17/2013,45.29
10/18/2013,45.89
10/21/2013,46.57
10/22/2013,49.35
10/23/2013,48.96
10/24/2013,49.02
10/25/2013,49.5
10/28/2013,48.6
10/29/2013,48.22
10/30/2013,47.29
10/31/2013,47.07
11/1/2013,47.56
11/4/2013,48.38
11/5/2013,48.21
11/6/2013,49.03
11/7/2013,52.45
11/8/2013,53.45
11/11/2013,55.37
11/12/2013,55.14
11/13/2013,55.3
11/14/2013,54.67
11/15/2013,54.44
11/18/2013,54.23
11/19/2013,53.97
11/20/2013,53.94
11/21/2013,52.38
11/22/2013,52.09
11/25/2013,51
11/26/2013,50.4
11/27/2013,50.54
11/29/2013,50.38
12/2/2013,50.22
12/3/2013,50.1
12/4/2013,50.29
12/5/2013,49.71
12/6/2013,49.77
12/9/2013,49.57
12/10/2013,49.25
12/11/2013,48.55
12/12/2013,48.63
12/13/2013,48.22
12/16/2013,48.21
12/17/2013,48.13
12/18/2013,48.02
12/19/2013,47.15
12/20/2013,47
12/23/2013,47.19
12/24/2013,48.12
12/26/2013,48.17
12/27/2013,48.86
12/30/2013,48.84
12/31/2013,49.42
1/2/2014,48.91
1/3/2014,48.67
1/6/2014,48.76
1/7/2014,49.1
1/8/2014,48.5
1/9/2014,48.5
1/10/2014,48.53
1/13/2014,47.49
1/14/2014,48.31
1/15/2014,47.53
1/16/2014,47.2
1/17/2014,46.69
1/21/2014,46.75
1/22/2014,46.83
1/23/2014,45.43
1/24/2014,44.25
1/27/2014,45.25
1/28/2014,44.97
1/29/2014,43.85
1/30/2014,43.67
1/31/2014,43.28
2/3/2014,42.47
2/4/2014,42.42
2/5/2014,41.61
2/6/2014,42.36
2/7/2014,42.33
2/10/2014,42.26
2/11/2014,43.85
2/12/2014,43.19
2/13/2014,43.36
2/14/2014,43.13
2/18/2014,43
2/19/2014,42.79
2/20/2014,42.98
2/21/2014,43.14
2/24/2014,43.92
2/25/2014,43.42
2/26/2014,43.01
2/27/2014,42.55
2/28/2014,42.4
3/3/2014,41.67
3/4/2014,42
3/5/2014,42.43
3/6/2014,42.56
3/7/2014,42.07
3/10/2014,41.86
3/11/2014,41.68
3/12/2014,40.79
3/13/2014,39.54
3/14/2014,38.84
3/17/2014,38.91
3/18/2014,39.19
3/19/2014,39.81
3/20/2014,40.12
3/21/2014,40.4
3/24/2014,39.88
3/25/2014,40.63
3/26/2014,40.47
3/27/2014,40.36
3/28/2014,41.19
3/31/2014,41.34
4/1/2014,41.21
4/2/2014,41.41
4/3/2014,41.32
4/4/2014,41.61
4/7/2014,41.32
4/8/2014,42.03
4/9/2014,40.89
4/10/2014,40.6
4/11/2014,39.45
4/14/2014,41.05
4/15/2014,41.49
4/16/2014,40.58
4/17/2014,40.58
4/21/2014,40.54
4/22/2014,41.05
4/23/2014,41.42
4/24/2014,43.13
4/25/2014,42.88
4/28/2014,42.74
4/29/2014,42.92
4/30/2014,43.07
5/1/2014,42.34
5/2/2014,42.99
5/5/2014,42.85
5/6/2014,43.06
5/7/2014,43.33
5/8/2014,41.47
5/9/2014,41.74
5/12/2014,42.51
5/13/2014,42.32
5/14/2014,42.2
5/15/2014,41.75
5/16/2014,41.6
5/19/2014,41.43
5/20/2014,41.29
5/21/2014,41.94
5/22/2014,42.61
5/23/2014,42.55
5/27/2014,43.36
5/28/2014,42.02
5/29/2014,42.37
5/30/2014,42.49
6/2/2014,41.62
6/3/2014,42.09
6/4/2014,41.87
6/5/2014,42.32
6/6/2014,42.63
6/9/2014,43.06
6/10/2014,42.59
6/11/2014,42.33
6/12/2014,43.8
6/13/2014,44.33
6/16/2014,44.73
6/17/2014,45.09
6/18/2014,44.92
6/19/2014,44.73
6/20/2014,45.38
6/23/2014,46
6/24/2014,44.72
6/25/2014,44.77
6/26/2014,44.12
6/27/2014,44.53
6/30/2014,45.03
7/1/2014,44.65
7/2/2014,44.72
7/3/2014,44.34
7/7/2014,43.94
7/8/2014,43.47
7/9/2014,43.82
7/10/2014,43.25
7/11/2014,42.89
7/14/2014,43.38
7/15/2014,43.61
7/16/2014,44.45
7/17/2014,43.3
7/18/2014,42.82
7/21/2014,43.18
7/22/2014,43.66
7/23/2014,43.28
7/24/2014,42.03
7/25/2014,42.07
7/28/2014,41.48
7/29/2014,41.41
7/30/2014,41.27
7/31/2014,40.34
8/1/2014,40.44
8/4/2014,39.49
8/5/2014,38.57
8/6/2014,38.15
8/7/2014,38.23
8/8/2014,38.92
8/11/2014,39.57
8/12/2014,39.13
8/13/2014,38.59
8/14/2014,38.81
8/15/2014,39.18
8/18/2014,39.25
8/19/2014,39.53
8/20/2014,38.72
8/21/2014,38.67
8/22/2014,37.97
8/25/2014,37.48
8/26/2014,38.52
8/27/2014,38.59
8/28/2014,38.41
8/29/2014,38.65
9/2/2014,37.98
9/3/2014,38.05
9/4/2014,37.76
9/5/2014,37.6
9/8/2014,37.26
9/9/2014,37.15
9/10/2014,37.25
9/11/2014,37.37
9/12/2014,35.86
9/15/2014,35.56
9/16/2014,35.37
9/17/2014,34.77
9/18/2014,35.15
9/19/2014,34.08
9/22/2014,33.63
9/23/2014,33.43
9/24/2014,33.02
9/25/2014,32.49
9/26/2014,33.27
9/29/2014,32.59
9/30/2014,31.97
10/1/2014,31.05
10/2/2014,31.58
10/3/2014,30.15
10/6/2014,30.94
10/7/2014,30.93
10/8/2014,31.16
10/9/2014,29.82
10/10/2014,28.73
10/13/2014,28.92
10/14/2014,28.97
10/15/2014,29.44
10/16/2014,30.15
10/17/2014,28.78
10/20/2014,29.32
10/21/2014,30.48
10/22/2014,29.42
10/23/2014,30.47
10/24/2014,30.21
10/27/2014,28.52
10/28/2014,29.89
10/29/2014,29.9
10/30/2014,29.49
10/31/2014,29.83
11/3/2014,28.87
11/4/2014,27.35
11/5/2014,28.89
11/6/2014,29.92
11/7/2014,29.71
11/10/2014,29.28
11/11/2014,28.72
11/12/2014,27.08
11/13/2014,26.29
11/14/2014,26.05
11/17/2014,26.2
11/18/2014,25.85
11/19/2014,25.36
11/20/2014,25.52
11/21/2014,25.93
11/24/2014,25.6
11/25/2014,25.31
11/26/2014,23.27
11/28/2014,21.01
12/1/2014,19.99
12/2/2014,19.38
12/3/2014,19.57
12/4/2014,18.68
12/5/2014,18.72
12/8/2014,17.79
12/9/2014,18.23
12/10/2014,17.39
12/11/2014,17.02
12/12/2014,16.47
12/15/2014,16.25
12/16/2014,16.78
12/17/2014,18.21
12/18/2014,18.26
12/19/2014,19.7
12/22/2014,19.35
12/23/2014,19.14
12/24/2014,18.77
12/26/2014,18.89
12/29/2014,18.79
12/30/2014,18.68
12/31/2014,18.33
1/2/2015,18.12
1/5/2015,16.84
1/6/2015,16.46
1/7/2015,16.3
1/8/2015,16.27
1/9/2015,16.1
1/12/2015,15.51
1/13/2015,15.52
1/14/2015,15.47
1/15/2015,15.21
1/16/2015,15.72
1/20/2015,15.38
1/21/2015,16.06
1/22/2015,16.11
1/23/2015,15.67
1/26/2015,16.49
1/27/2015,16.98
1/28/2015,16.49
1/29/2015,15.75
1/30/2015,16.3
2/2/2015,17.28
2/3/2015,18.4
2/4/2015,17.73
2/5/2015,17.94
2/6/2015,18.51
2/9/2015,20.44
2/10/2015,19.16
2/11/2015,18.38
2/12/2015,18.63
2/13/2015,19.05
2/17/2015,19.05
2/18/2015,17.76
2/19/2015,17.41
2/20/2015,17.01
2/23/2015,16.26
2/24/2015,15.95
2/25/2015,16.04
2/26/2015,15.79
2/27/2015,16.13
3/2/2015,16.48
3/3/2015,16.51
3/4/2015,16.6
3/5/2015,16
3/6/2015,15.52
3/9/2015,14.58
3/10/2015,14.27
3/11/2015,14.42
3/12/2015,14.27
3/13/2015,13.6
3/16/2015,13.88
3/17/2015,14.02
3/18/2015,15.25
3/19/2015,14.16
3/20/2015,14.99
3/23/2015,15.32
3/24/2015,14.83
3/25/2015,15.24
3/26/2015,15.33
3/27/2015,14.49
3/30/2015,14.71
3/31/2015,14.67
4/1/2015,14.72
4/2/2015,14.99
4/6/2015,16.51
4/7/2015,16.36
4/8/2015,16.06
4/9/2015,16.67
4/10/2015,16.57
4/13/2015,16.36
4/14/2015,17.16
4/15/2015,18.9
4/16/2015,18.6
4/17/2015,17.98
4/20/2015,18.02
4/21/2015,17.03
4/22/2015,16.85
4/23/2015,16.97
4/24/2015,16.4
4/27/2015,16.37
4/28/2015,16.49
4/29/2015,17.55
4/30/2015,18.82
5/1/2015,18.83
5/4/2015,18.41
5/5/2015,18.98
5/6/2015,18.99
5/7/2015,18.31
5/8/2015,19.26
5/11/2015,19.57
5/12/2015,20.21
5/13/2015,21.39
5/14/2015,20.81
5/15/2015,20.79
5/18/2015,20.15
5/19/2015,18.97
5/20/2015,19.26
5/21/2015,20.09
5/22/2015,20.15
5/26/2015,19.31
5/27/2015,19.3
5/28/2015,19.01
5/29/2015,18.85
6/1/2015,18.58
6/2/2015,19.28
6/3/2015,19.05
6/4/2015,18.55
6/5/2015,19.17
6/8/2015,19.12
6/9/2015,18.74
6/10/2015,19.08
6/11/2015,18.13
6/12/2015,17.77
6/15/2015,17.61
6/16/2015,17.56
6/17/2015,17.48
6/18/2015,16.97
6/19/2015,16.65
6/22/2015,16.94
6/23/2015,16.97
6/24/2015,16.63
6/25/2015,16
6/26/2015,16.5
6/29/2015,15.95
6/30/2015,16.12
7/1/2015,15.59
7/2/2015,15.59
7/6/2015,14.92
7/7/2015,15.73
7/8/2015,15.15
7/9/2015,15.05
7/10/2015,14.62
7/13/2015,14.9
7/14/2015,15.11
7/15/2015,14.51
7/16/2015,14.61
7/17/2015,13.48
7/20/2015,13.35
7/21/2015,13.35
7/22/2015,13.16
7/23/2015,13.67
7/24/2015,13.26
7/27/2015,13.11
7/28/2015,14.12
7/29/2015,14.46
7/30/2015,13.95
7/31/2015,13.26
8/3/2015,12.42
8/4/2015,12.22
8/5/2015,12.34
8/6/2015,13.84
8/7/2015,13.57
8/10/2015,14.46
8/11/2015,14.49
8/12/2015,15.05
8/13/2015,14.07
8/14/2015,13.74
8/17/2015,13.89
8/18/2015,14.07
8/19/2015,13.65
8/20/2015,13.25
8/21/2015,12.78
8/24/2015,12.26
8/25/2015,12.2
8/26/2015,11.6
8/27/2015,12.93
8/28/2015,13.59
8/31/2015,14.23
9/1/2015,13.71
9/2/2015,13.44
9/3/2015,13.38
9/4/2015,13.45
9/8/2015,14.19
9/9/2015,14.47
9/10/2015,14.82
9/11/2015,14.24
9/14/2015,14.62
9/15/2015,15.38
9/16/2015,15.8
9/17/2015,15.77
9/18/2015,14.31
9/21/2015,14.34
9/22/2015,14.49
9/23/2015,13.66
9/24/2015,13.01
9/25/2015,12.58
9/28/2015,11.99
9/29/2015,12.35
9/30/2015,12.92
10/1/2015,12.5
10/2/2015,13.56
10/5/2015,14.69
10/6/2015,15.75
10/7/2015,16.34
10/8/2015,16.3
10/9/2015,16.98
10/12/2015,15.69
10/13/2015,15.59
10/14/2015,16.07
10/15/2015,16.37
10/16/2015,15.91
10/19/2015,15.16
10/20/2015,15.5
10/21/2015,15.47
10/22/2015,15.88
10/23/2015,15.75
10/26/2015,15.09
10/27/2015,14.76
10/28/2015,15.35
10/29/2015,15.27
10/30/2015,15.83
11/2/2015,16.7
11/3/2015,16.82
11/4/2015,16.85
11/5/2015,15.47
11/6/2015,15.07
11/9/2015,15.05
11/10/2015,14.98
11/11/2015,14.53
11/12/2015,14.17
11/13/2015,14.24
11/16/2015,14.45
11/17/2015,14.51
11/18/2015,14.7
11/19/2015,14.17
11/20/2015,13.91
11/23/2015,13.97
11/24/2015,14.59
11/25/2015,14.48
11/27/2015,14.12
11/30/2015,14.36
12/1/2015,14.2
12/2/2015,13.83
12/3/2015,14.04
12/4/2015,13.5
12/7/2015,13.27
12/8/2015,13.26
12/9/2015,13.07
12/10/2015,13.15
12/11/2015,12.69
12/14/2015,12.64
12/15/2015,13.38
12/16/2015,13.33
12/17/2015,13
12/18/2015,12.26
12/21/2015,12.12
12/22/2015,12.55
12/23/2015,13.12
12/24/2015,12.98
12/28/2015,12.34
12/29/2015,12.71
12/30/2015,12.27
12/31/2015,12.38
1/4/2016,12.55
1/5/2016,12.15
1/6/2016,11.52
1/7/2016,11
1/8/2016,10.75
1/11/2016,10.34
1/12/2016,10.28
1/13/2016,9.8
1/14/2016,10.54
1/15/2016,9.86
1/19/2016,9.29
1/20/2016,9.08
1/21/2016,9.72
1/22/2016,9.77
1/25/2016,9.29
1/26/2016,9.7
1/27/2016,9.84
1/28/2016,10.03
1/29/2016,10.42
2/1/2016,9.79
2/2/2016,9.05
2/3/2016,9.35
2/4/2016,10.19
2/5/2016,10.28
2/8/2016,9.55
2/9/2016,8.91
2/10/2016,8.78
2/11/2016,8.61
2/12/2016,8.86
2/16/2016,8.66
2/17/2016,9.13
2/18/2016,8.66
2/19/2016,8.33
2/22/2016,8.83
2/23/2016,8.54
2/24/2016,8.2
2/25/2016,8.23
2/26/2016,8.65
2/29/2016,8.65
3/1/2016,9.07
3/2/2016,9.84
3/3/2016,10.83
3/4/2016,12.71
3/7/2016,12.71
3/8/2016,11.41
3/9/2016,11.17
3/10/2016,10.96
3/11/2016,11.25
3/14/2016,11.26
3/15/2016,11.04
3/16/2016,11.22
3/17/2016,11.71
3/18/2016,10.78
3/21/2016,10.53
3/22/2016,10
3/23/2016,9.27
3/24/2016,9.38
3/28/2016,9.31
3/29/2016,8.88
3/30/2016,8.89
3/31/2016,9.14
4/1/2016,8.58
4/4/2016,8.55
4/5/2016,8.64
4/6/2016,8.68
4/7/2016,8.41
4/8/2016,8.67
4/11/2016,8.87
4/12/2016,9.59
4/13/2016,9.89
4/14/2016,9.26
4/15/2016,9.72
4/18/2016,9.75
4/19/2016,10.68
4/20/2016,10.76
4/21/2016,10.53
4/22/2016,10.79
4/25/2016,10.26
4/26/2016,10.32
4/27/2016,11.16
4/28/2016,11.1
4/29/2016,11.08
5/2/2016,11.01
5/3/2016,10.43
5/4/2016,10.14
5/5/2016,10.07
5/6/2016,10.72
5/9/2016,9.96
5/10/2016,10.24
5/11/2016,9.98
5/12/2016,9.68
5/13/2016,9.25
5/16/2016,9.48
5/17/2016,9.68
5/18/2016,9.57
5/19/2016,9.08
5/20/2016,9.32
5/23/2016,9.05
5/24/2016,9.22
5/25/2016,10.11
5/26/2016,9.91
5/27/2016,9.85
5/31/2016,9.79
6/1/2016,9.83
6/2/2016,9.74
6/3/2016,9.74
6/6/2016,11.17
6/7/2016,11.39
6/8/2016,11.53
6/9/2016,11.47
6/10/2016,10.75
6/13/2016,10.97
6/14/2016,11.14
6/15/2016,10.88
6/16/2016,10.52
6/17/2016,11.31
6/20/2016,11.18
6/21/2016,11.39
6/22/2016,11.4
6/23/2016,12.03
6/24/2016,11.27
6/27/2016,10.6
6/28/2016,11.04
6/29/2016,11.62
6/30/2016,11.89
7/1/2016,12.75
7/5/2016,12.06
7/6/2016,11.9
7/7/2016,11.96
7/8/2016,12.14
7/11/2016,11.78
7/12/2016,12.84
7/13/2016,12.46
7/14/2016,12.41
7/15/2016,12.15
7/18/2016,12.26
7/19/2016,12.09
7/20/2016,12.15
7/21/2016,12.13
7/22/2016,11.38
7/25/2016,11.09
7/26/2016,11.14
7/27/2016,10.68
7/28/2016,10.74
7/29/2016,10.99
8/1/2016,10.25
8/2/2016,10.05
8/3/2016,10.45
8/4/2016,10.83
8/5/2016,11.02
8/8/2016,11.31
8/9/2016,11.01
8/10/2016,10.26
8/11/2016,10.37
8/12/2016,9.9
8/15/2016,10.43
8/16/2016,10.11
8/17/2016,10.11
8/18/2016,10.62
8/19/2016,10.49
8/22/2016,10.1
8/23/2016,10.25
8/24/2016,10.01
8/25/2016,10.07
8/26/2016,10.09
8/29/2016,10.11
8/30/2016,9.97
8/31/2016,9.7
9/1/2016,9.55
9/2/2016,9.63
9/6/2016,9.92
9/7/2016,9.93
9/8/2016,10.47
9/9/2016,9.83
9/12/2016,9.81
9/13/2016,9.31
9/14/2016,9.12
9/15/2016,9.27
9/16/2016,9.16
9/19/2016,8.96
9/20/2016,8.84
9/21/2016,9.14
9/22/2016,9.65
9/23/2016,9.1
9/26/2016,9.52
9/27/2016,9.42
9/28/2016,10.02
9/29/2016,10.63
9/30/2016,10.66
10/3/2016,9.85
10/4/2016,9.52
10/5/2016,10.08
10/6/2016,10.07
10/7/2016,10.12
10/10/2016,10.38
10/11/2016,10.23
10/12/2016,10.08
10/13/2016,9.91
10/14/2016,9.7
10/17/2016,9.78
10/18/2016,9.9
10/19/2016,10.46
10/20/2016,10.59
10/21/2016,10.5
10/24/2016,10.11
10/25/2016,10.03
10/26/2016,10.32
10/27/2016,10.38
10/28/2016,10.21
10/31/2016,9.61
11/1/2016,9.59
11/2/2016,9.29
11/3/2016,9.87
11/4/2016,9.67
11/7/2016,9.73
11/8/2016,9.85
11/9/2016,10.25
11/10/2016,10.5
11/11/2016,10.37
11/14/2016,10.63
11/15/2016,10.82
11/16/2016,10.83
11/17/2016,11.01
11/18/2016,11.21
11/21/2016,11.66
11/22/2016,11.53
11/23/2016,11.77
11/25/2016,11.66
11/28/2016,11.4
11/29/2016,11.02
11/30/2016,12.9
12/1/2016,13.37
12/2/2016,13.35
12/5/2016,13.98
12/6/2016,14.25
12/7/2016,14.55
12/8/2016,14.84
12/9/2016,15.42
12/12/2016,15.54
12/13/2016,15.35
12/14/2016,14.58
12/15/2016,14.92
12/16/2016,15.01
12/19/2016,15.13
12/20/2016,15.13
12/21/2016,14.84
12/22/2016,14.74
12/23/2016,14.73
12/27/2016,15.22
12/28/2016,14.91
12/29/2016,14.71
12/30/2016,14.74
1/3/2017,15.33
1/4/2017,15.45
1/5/2017,15.62
1/6/2017,15.77
1/9/2017,15.29
1/10/2017,15.14
1/11/2017,15.75
1/12/2017,15.84
1/13/2017,15.48
1/17/2017,15.59
1/18/2017,15.3
1/19/2017,15.09
1/20/2017,15.31
1/23/2017,14.76
1/24/2017,14.92
1/25/2017,15.3
1/26/2017,15.18
1/27/2017,14.9
1/30/2017,13.85
1/31/2017,13.97
2/1/2017,13.99
2/2/2017,13.74
2/3/2017,13.97
2/6/2017,13.54
2/7/2017,13.47
2/8/2017,13.36
2/9/2017,13.19
2/10/2017,13.35
2/13/2017,13.4
2/14/2017,13.61
2/15/2017,13.37
2/16/2017,13.17
2/17/2017,13.16
2/21/2017,13.47
2/22/2017,13.28
2/23/2017,14.31
2/24/2017,13.75
2/27/2017,14.16
2/28/2017,13.82
3/1/2017,14.05
3/2/2017,13.9
3/3/2017,13.53
3/6/2017,13.05
3/7/2017,12.78
3/8/2017,12.4
3/9/2017,11.99
3/10/2017,12.26
3/13/2017,12.61
3/14/2017,12.41
3/15/2017,12.98
3/16/2017,12.53
3/17/2017,12.47
3/20/2017,12.22
3/21/2017,12.21
3/22/2017,12.28
3/23/2017,12.27
3/24/2017,12.26
3/27/2017,12.05
3/28/2017,12.23
3/29/2017,12.4
3/30/2017,12.35
3/31/2017,12.45
4/3/2017,12.46
4/4/2017,12.54
4/5/2017,12.44
4/6/2017,12.62
4/7/2017,12.43
4/10/2017,12.75
4/11/2017,12.53
4/12/2017,12.07
4/13/2017,11.72
4/17/2017,11.78
4/18/2017,11.64
4/19/2017,11.27
4/20/2017,11.38
4/21/2017,11.3
4/24/2017,11.37
4/25/2017,11.46
4/26/2017,11.45
4/27/2017,11.06
4/28/2017,11.03
5/1/2017,10.66
5/2/2017,10.42
5/3/2017,10.76
5/4/2017,10.34
5/5/2017,11.18
5/8/2017,11.14
5/9/2017,10.96
5/10/2017,11.17
5/11/2017,11.08
5/12/2017,10.62
5/15/2017,10.8
5/16/2017,10.69
5/17/2017,10.39
5/18/2017,10.46
5/19/2017,10.52
5/22/2017,10.5
5/23/2017,10.61
5/24/2017,10.44
5/25/2017,9.65
5/26/2017,9.56
5/30/2017,9.26
5/31/2017,9.09
6/1/2017,9.23
6/2/2017,9.03
6/5/2017,9.07
6/6/2017,9.1
6/7/2017,8.59
6/8/2017,8.42
6/9/2017,8.81
6/12/2017,8.9
6/13/2017,9.16
6/14/2017,8.69
6/15/2017,8.56
6/16/2017,8.62
6/19/2017,8.56
6/20/2017,8.2
6/21/2017,7.79
6/22/2017,7.87
6/23/2017,8.09
6/26/2017,8.15
6/27/2017,8.07
6/28/2017,8.2
6/29/2017,8.31
6/30/2017,8.23
7/3/2017,8.67
7/5/2017,8.28
7/6/2017,8.04
7/7/2017,7.88
7/10/2017,8.04
7/11/2017,8.09
7/12/2017,8.07
7/13/2017,8.31
7/14/2017,8.33
7/17/2017,8.36
7/18/2017,8.35
7/19/2017,8.89
7/20/2017,8.75
7/21/2017,8.51
7/24/2017,8.51
7/25/2017,8.77
7/26/2017,8.54
7/27/2017,8.67
7/28/2017,8.69
7/31/2017,8.65
8/1/2017,8.59
8/2/2017,8.63
8/3/2017,9.25
8/4/2017,9.07
8/7/2017,8.75
8/8/2017,8.57
8/9/2017,8.32
8/10/2017,8.18
8/11/2017,8.35
8/14/2017,8.39
8/15/2017,7.91
8/16/2017,7.58
8/17/2017,7.28
8/18/2017,7.48
8/21/2017,7.32
8/22/2017,7.52
8/23/2017,7.63
8/24/2017,7.7
8/25/2017,7.97
8/28/2017,8.01
8/29/2017,8.23
8/30/2017,8.1
8/31/2017,8.16
9/1/2017,8.56
9/5/2017,8.79
9/6/2017,8.78
9/7/2017,8.7
9/8/2017,8.47
9/11/2017,8.49
9/12/2017,8.79
9/13/2017,9.21
9/14/2017,9.22
9/15/2017,9.24
9/18/2017,9.29
9/19/2017,9.35
9/20/2017,9.77
9/21/2017,9.08
9/22/2017,9.32
9/25/2017,10.03
9/26/2017,10.24
9/27/2017,10.43
9/28/2017,10.59
9/29/2017,10.76
10/2/2017,10.33
10/3/2017,10.28
10/4/2017,10.29
10/5/2017,10.54
10/6/2017,10.31
10/9/2017,10.51
10/10/2017,10.52
10/11/2017,10.61
10/12/2017,10.5
10/13/2017,10.86
10/16/2017,11.05
10/17/2017,10.79
10/18/2017,10.31
10/19/2017,10.17
10/20/2017,9.95
10/23/2017,9.93
